gene,DEstatus.2
ACOX1,FALSE
ACOX2,FALSE
ACOX3,FALSE
ACP1,FALSE
ACP2,FALSE
ACP3,FALSE
ACP4,FALSE
ACP5,FALSE
ACP6,FALSE
ACSF2,FALSE
ACSF3,FALSE
ACSL1,FALSE
ACSL3,FALSE
ACSL4,FALSE
ACSL5,FALSE
ACSS2,FALSE
ACTA2,FALSE
ACTB,FALSE
ACTG1P14,FALSE
ACTG1P20,FALSE
ACTG1P3,FALSE
ACTL6A,FALSE
ACTN1,FALSE
ACTN4,FALSE
ACTR10,FALSE
ACTR1A,FALSE
ACTR1B,FALSE
ACTR2,FALSE
ACTR3,FALSE
ACTR3-AS1,FALSE
ACTR6,FALSE
ACTR8,FALSE
ACVR1,FALSE
ACVR1B,FALSE
ACVR2A,FALSE
ACVRL1,FALSE
ACYP1,FALSE
ACYP2,FALSE
ADA,FALSE
ADA2,FALSE
ADAD1,FALSE
ADAM10,FALSE
ADAM12,FALSE
ADAM15,FALSE
ADAM17,FALSE
ADAM1A,FALSE
ADAM28,FALSE
ADAM7-AS1,FALSE
ADAM8,FALSE
ADAMDEC1,FALSE
ADAMTSL4,FALSE
ADAP1,FALSE
ADAP2,FALSE
ADAR,FALSE
ADARB1,FALSE
ADAT1,FALSE
ADAT2,FALSE
ADCK1,FALSE
ADCK2,FALSE
ADCY10P1,FALSE
ADCY3,FALSE
ADCY7,FALSE
ADCY9,FALSE
ADD1,FALSE
ADD3,FALSE
ADGRA2,FALSE
ADGRE1,TRUE
ADGRE2,FALSE
ADGRE4P,FALSE
ADGRE5,FALSE
ADGRL1,FALSE
ADGRL4,FALSE
ADH5,FALSE
ADHFE1,FALSE
ADIPOR1,FALSE
ADIPOR2,FALSE
ADK,FALSE
ADM,FALSE
ADNP,FALSE
ADNP-AS1,FALSE
ADNP2,FALSE
ADORA2A,FALSE
ADORA3,FALSE
ADPGK,FALSE
ADPRH,FALSE
ADPRM,FALSE
ADSL,FALSE
ADSS2,FALSE
ADTRP,FALSE
AEBP2,FALSE
AEN,FALSE
AFAP1L1,FALSE
AFDN,FALSE
AFF1,FALSE
AFF4,FALSE
AFG1L,FALSE
AFG2A,FALSE
AFG2B,FALSE
AFG3L1P,FALSE
AFG3L2,FALSE
AFMID,FALSE
AFTPH,FALSE
AFTPH-DT,FALSE
AGA,FALSE
AGAP2,FALSE
AGAP3,FALSE
AGBL5,FALSE
AGFG1,FALSE
AGFG2,FALSE
AGGF1,FALSE
AGK,FALSE
AGL,FALSE
AGO1,FALSE
AGO2,FALSE
AGO3,FALSE
AGO4,FALSE
AGPAT2,FALSE
AGPAT3,FALSE
AGPAT4,FALSE
AGPAT5,FALSE
AGPS,FALSE
AGRN,FALSE
AGTPBP1,FALSE
AGTRAP,FALSE
AHCTF1,FALSE
AHCY,FALSE
AHCYL1,FALSE
AHCYL2,FALSE
AHI1,FALSE
AHNAK,FALSE
AHNAK2,FALSE
AHR,FALSE
AHRR,FALSE
AHSA1,FALSE
AHSA2P,FALSE
AIDAP1,FALSE
AIFM1,FALSE
AIFM2,FALSE
AIG1,FALSE
AIG1P1,FALSE
AIM2,FALSE
AIMP1,FALSE
AIMP2,FALSE
AIRIM,FALSE
AIRN,FALSE
AJUBA-DT,FALSE
AK2,FALSE
AK2P2,FALSE
AK3,FALSE
AK3P5,FALSE
AK4,FALSE
AKAP1,FALSE
AKAP10,FALSE
AKAP13,FALSE
AKAP13-AS1,FALSE
AKAP5,FALSE
AKAP7,FALSE
AKAP8,FALSE
AKAP8L,FALSE
AKAP9,FALSE
AKIRIN1,FALSE
AKIRIN2,FALSE
AKNA,FALSE
AKR1A1,FALSE
AKR1B1,FALSE
AKR1C1,FALSE
AKR1C3,FALSE
AKR1E2,FALSE
AKR7A2,FALSE
AKR7A2P1,FALSE
AKR7A3,FALSE
AKR7L,FALSE
AKT1S1,FALSE
AKT2,FALSE
AKTIP,FALSE
AKTIPP1,FALSE
ALAD,FALSE
ALAS1,FALSE
ALCAM,FALSE
ALDH16A1,FALSE
ALDH18A1,FALSE
ALDH1A1,FALSE
ALDH1A2,FALSE
ALDH1B1,FALSE
ALDH1L2,FALSE
ALDH2,FALSE
ALDH3A2,FALSE
ALDH3B1,FALSE
ALDH4A1,FALSE
ALDH5A1,FALSE
ALDH6A1,FALSE
ALDH7A1,FALSE
ALDH9A1,FALSE
ALG1,FALSE
ALG10,FALSE
ALG10B,FALSE
ALG11,FALSE
ALG12,FALSE
ALG13,FALSE
ALG14,FALSE
ALG2,FALSE
ALG5,FALSE
ALG6,FALSE
ALG8,FALSE
ALG9,FALSE
ALKBH1,FALSE
ALKBH3,FALSE
ALKBH3-AS1,FALSE
ALKBH4,FALSE
ALKBH5,FALSE
ALKBH6,FALSE
ALKBH8,FALSE
ALMS1,FALSE
ALOX12,FALSE
ALOX12-AS1,FALSE
ALOX12P2,FALSE
ALOX15B,FALSE
ALOX5AP,FALSE
ALPK1,FALSE
ALPK3,FALSE
ALS2,FALSE
ALX3,FALSE
ALYREF,FALSE
AMACR,FALSE
AMBRA1,FALSE
AMD1,FALSE
AMDHD1,FALSE
AMFR,FALSE
AMIGO2,FALSE
AMMECR1,FALSE
AMMECR1-IT1,FALSE
AMMECR1L,FALSE
AMN,FALSE
AMPD3,FALSE
AMT,FALSE
AMZ1,FALSE
AMZ2,FALSE
AMZ2P1,FALSE
AMZ2P2,FALSE
ANAPC1,FALSE
ANAPC10,FALSE
ANAPC11,FALSE
ANAPC13,FALSE
ANAPC16,FALSE
ANAPC2,FALSE
ANAPC4,FALSE
ANAPC5,FALSE
ANAPC7,FALSE
ANG,FALSE
ANGEL1,FALSE
ANGEL2,FALSE
ANGPT2,FALSE
ANGPTL3,FALSE
ANK2,FALSE
ANKAR,FALSE
ANKDD1A,FALSE
ANKDD1B,FALSE
ANKFY1,FALSE
ANKH,FALSE
ANKHD1,FALSE
ANKIB1,FALSE
ANKLE2,FALSE
ANKMY1,FALSE
ANKMY2,FALSE
ANKRA2,FALSE
ANKRD10,FALSE
ANKRD10-IT1,FALSE
ANKRD11,FALSE
ANKRD12,FALSE
ANKRD13A,FALSE
ANKRD13C,FALSE
ANKRD13D,FALSE
ANKRD17,FALSE
ANKRD18EP,FALSE
ANKRD22,TRUE
ANKRD26,FALSE
ANKRD26P4,FALSE
ANKRD27,FALSE
ANKRD28,FALSE
ANKRD29,FALSE
ANKRD36,FALSE
ANKRD36B,FALSE
ANKRD36C,FALSE
ANKRD40CL,FALSE
ANKRD42-DT,FALSE
ANKRD44,FALSE
ANKRD44-IT1,FALSE
ANKRD46,FALSE
ANKRD49,FALSE
ANKRD49P1,FALSE
ANKRD50,FALSE
ANKRD52,FALSE
ANKRD6,FALSE
ANKRD9,FALSE
ANKS1A,FALSE
ANKS1B,FALSE
ANKS3,FALSE
ANKS6,FALSE
ANKUB1,FALSE
ANLN,FALSE
ANO10,FALSE
ANO5,FALSE
ANO6,FALSE
ANO7,FALSE
ANOS1,FALSE
ANP32A,FALSE
ANP32B,FALSE
ANP32E,FALSE
ANPEP,FALSE
ANTXR2,FALSE
ANXA1,FALSE
ANXA11,FALSE
ANXA2,FALSE
ANXA2R,FALSE
ANXA2R-AS1,FALSE
ANXA2R-OT1,FALSE
ANXA4,FALSE
ANXA5,FALSE
ANXA6,FALSE
ANXA7,FALSE
ANXA9,FALSE
AOAH,FALSE
AOAH-IT1,FALSE
AOC1,FALSE
AP1AR,FALSE
AP1B1,FALSE
AP1G1,FALSE
AP1G2,FALSE
AP1M1,FALSE
AP1M2,FALSE
AP1S1,FALSE
AP1S3,FALSE
AP2A1,FALSE
AP2A2,FALSE
AP2B1,FALSE
AP2M1,FALSE
AP2S1,FALSE
AP3B1,FALSE
AP3D1,FALSE
AP3M1,FALSE
AP3M2,FALSE
AP3S1,FALSE
AP3S2,FALSE
AP4B1,FALSE
AP4B1-AS1,FALSE
AP4E1,FALSE
AP4S1,FALSE
AP5B1,FALSE
AP5M1,FALSE
AP5S1,FALSE
AP5Z1,FALSE
APAF1,FALSE
APBA3,FALSE
APBB1IP,FALSE
APBB2,FALSE
APC,FALSE
APEH,FALSE
APEX2,FALSE
APH1A,FALSE
APH1B,FALSE
API5,FALSE
APIP,FALSE
APLF,FALSE
APLP2,FALSE
APOA1-AS,FALSE
APOBEC3B-AS1,FALSE
APOBEC3C,FALSE
APOBEC3F,TRUE
APOBEC3G,TRUE
APOBR,FALSE
APOC1P1,FALSE
APOC4,FALSE
APOE,FALSE
APOL1,TRUE
APOL2,FALSE
APOL3,TRUE
APOL4,TRUE
APOL6,TRUE
APOLD1,FALSE
APOO,FALSE
APP,FALSE
APPBP2,FALSE
APPL1,FALSE
APPL2,FALSE
APTR,FALSE
APTX,FALSE
AQP3,FALSE
AQP5,FALSE
AQP9,FALSE
AQR,FALSE
ARAF,FALSE
ARAP1,FALSE
ARAP2,FALSE
ARAP3,FALSE
ARB2A,FALSE
ARCN1,FALSE
AREL1,FALSE
ARF3,FALSE
ARF4,FALSE
ARF6,FALSE
ARFGAP1,FALSE
ARFGAP2,FALSE
ARFGAP3,FALSE
ARFGEF1,FALSE
ARFGEF2,FALSE
ARFIP1,FALSE
ARFIP2,FALSE
ARFRP1,FALSE
ARGFXP1,FALSE
ARGLU1,FALSE
ARHGAP1,FALSE
ARHGAP10,FALSE
ARHGAP12,FALSE
ARHGAP15,FALSE
ARHGAP15-AS1,FALSE
ARHGAP17,FALSE
ARHGAP18,FALSE
ARHGAP19,FALSE
ARHGAP21,FALSE
ARHGAP22,FALSE
ARHGAP24,FALSE
ARHGAP25,FALSE
ARHGAP26,FALSE
ARHGAP27P1-BPTFP1-KPNA2P3,FALSE
ARHGAP30,FALSE
ARHGAP31,FALSE
ARHGAP31-AS1,FALSE
ARHGAP35,FALSE
ARHGAP4,FALSE
ARHGAP45,FALSE
ARHGAP5,FALSE
ARHGAP6,FALSE
ARHGAP9,FALSE
ARHGDIB,FALSE
ARHGEF1,FALSE
ARHGEF10L,FALSE
ARHGEF11,FALSE
ARHGEF12,FALSE
ARHGEF18,FALSE
ARHGEF2,FALSE
ARHGEF2-AS2,FALSE
ARHGEF28,FALSE
ARHGEF3,FALSE
ARHGEF38,FALSE
ARHGEF39,FALSE
ARHGEF40,FALSE
ARHGEF7,FALSE
ARHGEF9,FALSE
ARHGEF9-IT1,FALSE
ARID1A,FALSE
ARID1B,FALSE
ARID2,FALSE
ARID3A,FALSE
ARID3B,FALSE
ARID4A,FALSE
ARID4B,FALSE
ARID5A,FALSE
ARID5B,FALSE
ARIH1,FALSE
ARIH2,FALSE
ARK2N,FALSE
ARL1,FALSE
ARL10,FALSE
ARL11,FALSE
ARL13B,FALSE
ARL14EP,FALSE
ARL14EPP1,FALSE
ARL15,FALSE
ARL16,FALSE
ARL17B,FALSE
ARL4A,FALSE
ARL4AP4,FALSE
ARL5A,FALSE
ARL6IP1,FALSE
ARL6IP5,FALSE
ARL6IP6,FALSE
ARL8A,FALSE
ARL8B,FALSE
ARMC1,FALSE
ARMC2,FALSE
ARMC6,FALSE
ARMC8,FALSE
ARMC9,FALSE
ARMCX2,FALSE
ARMCX3,FALSE
ARMCX4,FALSE
ARMCX5,FALSE
ARMCX6,FALSE
ARMH1,FALSE
ARMH3,FALSE
ARMT1,FALSE
ARNT,FALSE
ARPC1A,FALSE
ARPC1B,FALSE
ARPC2,FALSE
ARPC3,FALSE
ARPC3P1,FALSE
ARPC4,FALSE
ARPC4-TTLL3,FALSE
ARPC5,FALSE
ARPC5L,FALSE
ARPIN,FALSE
ARPP19,FALSE
ARRB1,FALSE
ARRB2,FALSE
ARRDC1-AS1,FALSE
ARRDC2,FALSE
ARRDC3,FALSE
ARRDC3-AS1,FALSE
ARRDC4,FALSE
ARSA,FALSE
ARSB,FALSE
ARSD,FALSE
ARSD-AS1,FALSE
ARSG,FALSE
ARSK,FALSE
ARV1,FALSE
ASAP1,FALSE
ASAP1-IT2,FALSE
ASAP2,FALSE
ASB1,FALSE
ASB13,FALSE
ASB14,FALSE
ASB3,FALSE
ASB7,FALSE
ASCC1,FALSE
ASCC2,FALSE
ASCC3,FALSE
ASF1A,FALSE
ASGR1,FALSE
ASH1L,FALSE
ASH1L-IT1,FALSE
ASH2L,FALSE
ASL,FALSE
ASLP1,FALSE
ASNS,FALSE
ASPH,FALSE
ASPHD1,FALSE
ASPM,FALSE
ASPN,FALSE
ASPSCR1,FALSE
ASRGL1,FALSE
ASS1P2,FALSE
ASTE1,FALSE
ASTL,FALSE
ASXL1,FALSE
ASXL2,FALSE
ATAD1,FALSE
ATAD2,FALSE
ATAD2B,FALSE
ATAD3A,FALSE
ATAD3B,FALSE
ATAD5,FALSE
ATE1,FALSE
ATF1,FALSE
ATF2,FALSE
ATF4,FALSE
ATF5,FALSE
ATF6,FALSE
ATF6-DT,FALSE
ATF7,FALSE
ATF7-AS1,FALSE
ATF7IP,FALSE
ATF7IP2,FALSE
ATG10,FALSE
ATG101,FALSE
ATG12,FALSE
ATG12P1,FALSE
ATG12P2,FALSE
ATG13,FALSE
ATG16L1,FALSE
ATG16L2,FALSE
ATG2B,FALSE
ATG3,FALSE
ATG4A,FALSE
ATG4B,FALSE
ATG4C,FALSE
ATG4D,FALSE
ATG5,FALSE
ATG7,FALSE
ATIC,FALSE
ATL1,FALSE
ATL2,FALSE
ATL3,FALSE
ATM,FALSE
ATMIN,FALSE
ATOSA,FALSE
ATOSB,FALSE
ATOX1,FALSE
ATP10A,TRUE
ATP10B,FALSE
ATP10D,FALSE
ATP11A,FALSE
ATP11B,FALSE
ATP11C,FALSE
ATP13A1,FALSE
ATP13A2,FALSE
ATP13A3,FALSE
ATP1A1,FALSE
ATP1A1-AS1,FALSE
ATP1B1,FALSE
ATP1B1P1,FALSE
ATP1B3,FALSE
ATP1B3-AS1,FALSE
ATP2A1,FALSE
ATP2A2,FALSE
ATP2A3,FALSE
ATP2B1,FALSE
ATP2B2,FALSE
ATP2B4,FALSE
ATP2C1,FALSE
ATP5F1A,FALSE
ATP5F1C,FALSE
ATP5F1D,FALSE
ATP5F1E,FALSE
ATP5F1EP2,FALSE
ATP5IF1,FALSE
ATP5MC1,FALSE
ATP5MC1P2,FALSE
ATP5MC2,FALSE
ATP5MC2P3,FALSE
ATP5MC3,FALSE
ATP5ME,FALSE
ATP5MF-PTCD1,FALSE
ATP5MFP6,FALSE
ATP5MJ,FALSE
ATP5MK,FALSE
ATP5PB,FALSE
ATP5PBP1,FALSE
ATP5PD,FALSE
ATP5PDP4,FALSE
ATP5PF,FALSE
ATP5PFP3,FALSE
ATP5PO,FALSE
ATP6AP1,FALSE
ATP6AP2,FALSE
ATP6V0A1,FALSE
ATP6V0A2,FALSE
ATP6V0D1,FALSE
ATP6V0D2,FALSE
ATP6V0E1,FALSE
ATP6V0E1P1,FALSE
ATP6V1A,FALSE
ATP6V1B2,FALSE
ATP6V1C1,FALSE
ATP6V1C2,FALSE
ATP6V1D,FALSE
ATP6V1E1,FALSE
ATP6V1F,FALSE
ATP6V1FP2,FALSE
ATP6V1G1,FALSE
ATP6V1G1P4,FALSE
ATP6V1G1P6,FALSE
ATP6V1H,FALSE
ATP7A,FALSE
ATP8A1,FALSE
ATP8A2P2,FALSE
ATP8B1,FALSE
ATP8B1-AS1,FALSE
ATP8B2,FALSE
ATP8B4,FALSE
ATP9B,FALSE
ATPAF1,FALSE
ATPAF2,FALSE
ATPSCKMT,FALSE
ATR,FALSE
ATRAID,FALSE
ATRIP,FALSE
ATRX,FALSE
ATXN1,FALSE
ATXN1-AS1,FALSE
ATXN10,FALSE
ATXN1L,FALSE
ATXN2,FALSE
ATXN3,FALSE
ATXN7,FALSE
ATXN7L1,TRUE
ATXN7L3-AS1,FALSE
AUH,FALSE
AUP1,FALSE
AURKA,FALSE
AURKAIP1,FALSE
AURKAP1,FALSE
AURKB,FALSE
AVL9,FALSE
AVPI1,FALSE
AXIN1,FALSE
AXL,TRUE
AZI2,FALSE
AZIN1,FALSE
AZIN1-AS2,FALSE
B2M,FALSE
B3GALNT1P1,FALSE
B3GALNT2,FALSE
B3GALT2,FALSE
B3GALT6,FALSE
B3GLCT,FALSE
B4GALT1,FALSE
B4GALT2,FALSE
B4GALT4,FALSE
B4GALT4-AS1,FALSE
B4GALT7,FALSE
B9D2,FALSE
BAALC,FALSE
BAALC-AS2,FALSE
BABAM1,FALSE
BABAM2,FALSE
BABAM2-AS2,FALSE
BACH1,FALSE
BACH1-IT1,FALSE
BACH1-IT2,FALSE
BACH1-IT3,FALSE
BAD,FALSE
BAG1,FALSE
BAG2,FALSE
BAG3,FALSE
BAG4,FALSE
BAG5,FALSE
BAHD1,FALSE
BAIAP2,FALSE
BAIAP2-DT,FALSE
BAIAP2L1,FALSE
BANF1,FALSE
BANF1P1,FALSE
BANF1P4,FALSE
BANP,FALSE
BARD1,FALSE
BASP1,FALSE
BATF,FALSE
BATF2,TRUE
BAX,FALSE
BAZ1A,FALSE
BAZ1B,FALSE
BAZ2A,FALSE
BAZ2B,FALSE
BAZ2B-AS1,FALSE
BBC3,FALSE
BBIP1,FALSE
BBIP1P1,FALSE
BBS1,FALSE
BBS2,FALSE
BBS4,FALSE
BBS5,FALSE
BBS7,FALSE
BBS9,FALSE
BBX,FALSE
BCAP29,FALSE
BCAP31,FALSE
BCAR1,FALSE
BCAR3,FALSE
BCAR3-AS1,FALSE
BCAS2,FALSE
BCAS3,FALSE
BCAS3-AS1,FALSE
BCAT1,FALSE
BCAT1-AS1,FALSE
BCAT1-DT,FALSE
BCAT2,FALSE
BCCIP,FALSE
BCDIN3D,FALSE
BCDIN3D-AS1,FALSE
BCKDHB,FALSE
BCKDK,FALSE
BCL10,FALSE
BCL11A,FALSE
BCL2,FALSE
BCL2A1,FALSE
BCL2L1,FALSE
BCL2L1-AS1,FALSE
BCL2L12,FALSE
BCL2L13,FALSE
BCL2L2,FALSE
BCL3,FALSE
BCL6,FALSE
BCL7B,FALSE
BCL7C,FALSE
BCLAF1,FALSE
BCLAF3,FALSE
BCOR,FALSE
BCR,FALSE
BDH2,FALSE
BDNF-AS,FALSE
BEND3P2,FALSE
BET1,FALSE
BET1-AS1,FALSE
BET1L,FALSE
BEX2,FALSE
BEX3,FALSE
BEX4,FALSE
BHLHA15,FALSE
BHLHE40,FALSE
BHLHE40-AS1,FALSE
BHLHE41,FALSE
BICD1,FALSE
BICD2,FALSE
BICRAL,FALSE
BID,FALSE
BIN1,FALSE
BIN2,FALSE
BIN3,FALSE
BIRC2,FALSE
BIRC3,FALSE
BIRC5,FALSE
BIRC6,FALSE
BIRC6-AS1,FALSE
BIRC6-AS2,FALSE
BISPR,TRUE
BIVM,FALSE
BLCAP,FALSE
BLM,FALSE
BLMH,FALSE
BLNK,FALSE
BLOC1S1,FALSE
BLOC1S2,FALSE
BLOC1S3,FALSE
BLOC1S6,FALSE
BLTP1,FALSE
BLTP2,FALSE
BLTP3B,FALSE
BLVRA,FALSE
BLVRBP1,FALSE
BLZF1,TRUE
BMAL1,FALSE
BMAL2,FALSE
BMAL2-AS1,FALSE
BMP1,FALSE
BMP2K,FALSE
BMP6,FALSE
BMPR2,FALSE
BMS1P4,FALSE
BMT2,FALSE
BNIP1,FALSE
BNIP2,FALSE
BNIP3,FALSE
BNIP3L,FALSE
BNIP3P25,FALSE
BNIP3P26,FALSE
BNIP3P40,FALSE
BNIP3P45,FALSE
BNIP3P47,FALSE
BNIP3P5,FALSE
BNIP3P8,FALSE
BOD1,FALSE
BOD1L1,FALSE
BOLA1,FALSE
BOLA2P2,FALSE
BOLA3-DT,FALSE
BORA,FALSE
BORCS5,FALSE
BORCS6,FALSE
BORCS7,FALSE
BORCS8,FALSE
BORCS8-MEF2B,FALSE
BPGM,FALSE
BPI,FALSE
BPNT1,FALSE
BPNT2,FALSE
BPTF,FALSE
BRAF,FALSE
BRAP,FALSE
BRAT1,FALSE
BRCA1,FALSE
BRCA2,FALSE
BRCC3,FALSE
BRCC3P1,FALSE
BRD1,FALSE
BRD10,FALSE
BRD2,FALSE
BRD3,FALSE
BRD4,FALSE
BRD7,FALSE
BRD7P3,FALSE
BRD8,FALSE
BRD9,FALSE
BRF1,FALSE
BRF2,FALSE
BRI3,FALSE
BRI3BP,FALSE
BRI3P1,FALSE
BRIP1,FALSE
BRIX1,FALSE
BRK1,FALSE
BRMS1,FALSE
BRMS1L,FALSE
BROX,FALSE
BRPF1,FALSE
BRPF3,FALSE
BRWD1,FALSE
BRWD1-IT1,FALSE
BRWD3,FALSE
BSCL2,FALSE
BSDC1,FALSE
BSG,FALSE
BST2,FALSE
BTAF1,FALSE
BTBD1,FALSE
BTBD10,FALSE
BTBD2,FALSE
BTBD3,FALSE
BTBD6,FALSE
BTBD8,FALSE
BTBD9,FALSE
BTBD9-AS1,FALSE
BTD,FALSE
BTF3,FALSE
BTF3L4,FALSE
BTF3P3,FALSE
BTF3P6,FALSE
BTF3P7,FALSE
BTG1,FALSE
BTG1-DT,FALSE
BTG2,FALSE
BTG3,FALSE
BTK,FALSE
BTN2A1,FALSE
BTN2A2,FALSE
BTN2A3P,FALSE
BTN3A1,FALSE
BTN3A2,FALSE
BTN3A3,FALSE
BTRC,FALSE
BUB1,FALSE
BUB1B,FALSE
BUB3,FALSE
BZW1,FALSE
BZW2,FALSE
C10orf88,FALSE
C10orf95-AS1,FALSE
C11orf16,FALSE
C11orf21,FALSE
C11orf24,FALSE
C11orf54,FALSE
C11orf58,FALSE
C11orf65,FALSE
C11orf68,FALSE
C11orf71,FALSE
C11orf98P3,FALSE
C12orf71BP,FALSE
C14orf119,FALSE
C15orf40,FALSE
C15orf61,FALSE
C15orf62,FALSE
C16orf87,FALSE
C17orf58,FALSE
C17orf75,FALSE
C18orf21,FALSE
C18orf54,FALSE
C19orf12,FALSE
C19orf25,FALSE
C19orf38,FALSE
C19orf53,FALSE
C1D,FALSE
C1DP1,FALSE
C1GALT1,FALSE
C1GALT1C1,FALSE
C1GALT1P1,FALSE
C1QB,FALSE
C1QBP,FALSE
C1QL3,FALSE
C1QTNF7-AS1,FALSE
C1RL,FALSE
C1S,FALSE
C1orf122,FALSE
C1orf159,FALSE
C1orf174,FALSE
C1orf198,FALSE
C1orf21,FALSE
C1orf216,FALSE
C1orf35,FALSE
C1orf43,FALSE
C1orf50,FALSE
C1orf56,FALSE
C21orf91,TRUE
C22orf39,FALSE
C2CD2,FALSE
C2CD2L,FALSE
C2CD3,FALSE
C2CD5,FALSE
C2CD5-AS1,FALSE
C2orf42,FALSE
C2orf49,FALSE
C2orf68,FALSE
C2orf69,FALSE
C2orf74-AS1,FALSE
C2orf76,FALSE
C2orf92,FALSE
C3,FALSE
C3AR1,FALSE
C3orf33,FALSE
C3orf38,FALSE
C3orf49,FALSE
C3orf62,FALSE
C4orf19,FALSE
C4orf33,FALSE
C4orf46,FALSE
C5,FALSE
C5AR1,FALSE
C5AR2,FALSE
C5orf15,FALSE
C5orf22,FALSE
C5orf24,FALSE
C5orf34,FALSE
C5orf34-AS1,FALSE
C5orf58,FALSE
C6orf120,FALSE
C6orf62,FALSE
C6orf89,FALSE
C7orf50,FALSE
C8orf33,FALSE
C8orf44-SGK3,FALSE
C8orf76,FALSE
C9orf72,FALSE
C9orf78,FALSE
C9orf85,FALSE
C9orf85P2,FALSE
CA13,FALSE
CA14,FALSE
CA2,FALSE
CA3-AS1,FALSE
CA5B,FALSE
CA5BP1,FALSE
CAAP1,FALSE
CAB39,FALSE
CAB39L,FALSE
CABIN1,FALSE
CABLES1,FALSE
CABP7,FALSE
CACNA2D4,FALSE
CACNB4,FALSE
CACTIN,FALSE
CACTIN-AS1,FALSE
CACUL1,FALSE
CACYBP,FALSE
CACYBPP1,FALSE
CAD,FALSE
CADM1,FALSE
CALCOCO1,FALSE
CALCOCO2,FALSE
CALCRL-AS1,FALSE
CALHM2,FALSE
CALM1,FALSE
CALM2,FALSE
CALM2P2,FALSE
CAMK1D,FALSE
CAMK2B,FALSE
CAMK2D,FALSE
CAMK2G,FALSE
CAMK2G-AS1,FALSE
CAMK4,FALSE
CAMKK2,FALSE
CAMLG,FALSE
CAMSAP1,FALSE
CAMSAP2,FALSE
CAMTA1,FALSE
CAMTA2,FALSE
CAMTA2-AS1,FALSE
CAND1,FALSE
CANT1,FALSE
CANX,FALSE
CAP1,FALSE
CAPG,FALSE
CAPN1,FALSE
CAPN1-AS1,FALSE
CAPN10,FALSE
CAPN11,FALSE
CAPN15,FALSE
CAPN2,FALSE
CAPN7,FALSE
CAPNS1,FALSE
CAPNS2,FALSE
CAPRIN1,FALSE
CAPRIN2,FALSE
CAPZA1,FALSE
CAPZA1P2,FALSE
CAPZA2,FALSE
CAPZB,FALSE
CARD14,FALSE
CARD16,FALSE
CARD19,FALSE
CARD8,FALSE
CARD9,FALSE
CARF,FALSE
CARINH,FALSE
CARM1,FALSE
