gene,DEstatus.2
Accs,FALSE
Acd,TRUE
Acer3,FALSE
Acly,FALSE
Aco1,FALSE
Aco2,FALSE
Acot13,FALSE
Acot8,FALSE
Acot9,FALSE
Acox1,TRUE
Acox3,FALSE
Acp1,TRUE
Acp2,FALSE
Acp6,FALSE
Acsf2,FALSE
Acsl1,FALSE
Acsl3,FALSE
Acsl4,FALSE
Acsl5,FALSE
Acta2,FALSE
Actb,FALSE
Actg1,FALSE
Actl6a,FALSE
Actn1,FALSE
Actn4,FALSE
Actr10,FALSE
Actr1a,FALSE
Actr1b,FALSE
Actr2,FALSE
Actr3,FALSE
Actr5,FALSE
Actr6,TRUE
Actr8,FALSE
Acvr1,FALSE
Acvr1b,FALSE
Acvr2a,FALSE
Acy1,TRUE
Adal,FALSE
Adam10,FALSE
Adam17,FALSE
Adam19,FALSE
Adam1a,FALSE
Adam4,FALSE
Adamts1,FALSE
Adamts2,FALSE
Adamts5,FALSE
Adamts6,FALSE
Adamts9,FALSE
Adamtsl3,FALSE
Adamtsl5,TRUE
Adar,FALSE
Adarb1,FALSE
Adat2,FALSE
Adck5,FALSE
Adcy3,FALSE
Adcy6,FALSE
Adcy7,TRUE
Add1,FALSE
Adgra2,FALSE
Adgra3,FALSE
Adgre5,FALSE
Adgrg2,FALSE
Adgrg6,FALSE
Adgrl1,FALSE
Adgrl2,FALSE
Adgrl3,FALSE
Adh5,FALSE
Adi1,FALSE
Adipor1,FALSE
Adipor2,FALSE
Adissp,FALSE
Adk,FALSE
Adm,FALSE
Adnp,FALSE
Adnp2,FALSE
Ado,FALSE
Adpgk,FALSE
Adprh,FALSE
Adprm,FALSE
Adprs,FALSE
Adrb2,FALSE
Adrm1,FALSE
Adsl,FALSE
Adss2,FALSE
Aebp1,FALSE
Aebp2,FALSE
Afap1,FALSE
Afdn,FALSE
Aff4,FALSE
Afg2a,FALSE
Afg2b,FALSE
Afg3l1,FALSE
Afg3l2,FALSE
Aftph,FALSE
Aga,FALSE
Agap1,FALSE
Agap3,FALSE
Agbl3,FALSE
Agbl5,TRUE
Agfg2,FALSE
Aggf1,FALSE
Agk,FALSE
Ago1,FALSE
Ago2,FALSE
Ago3,FALSE
Agpat1,TRUE
Agpat2,FALSE
Agpat3,FALSE
Agpat4,FALSE
Agpat5,FALSE
Agps,FALSE
Agrn,TRUE
Agtpbp1,FALSE
Agtr2,FALSE
Agtrap,FALSE
Ahctf1,FALSE
Ahcy,FALSE
Ahcyl,FALSE
Ahcyl1,FALSE
Ahcyl2,FALSE
Ahi1,FALSE
Ahnak,FALSE
Ahnak2,FALSE
Ahr,FALSE
Ahsa1,TRUE
Ahsa2,FALSE
Aida,FALSE
Aifm1,FALSE
Aifm2,FALSE
Aig1,FALSE
Aim2,FALSE
Aimp1,FALSE
Aimp2,FALSE
Aip,FALSE
Airim,FALSE
Ajuba,FALSE
Ak1,FALSE
Ak2,FALSE
Ak3,FALSE
Ak5,FALSE
Akap1,FALSE
Akap10,FALSE
Akap11,FALSE
Akap12,FALSE
Akap13,FALSE
Akap7,FALSE
Akap8,FALSE
Akap9,FALSE
Akirin1,FALSE
Akirin2,FALSE
Akr1a1,FALSE
Akr1b1,FALSE
Akr1b8,FALSE
Akr1c14,FALSE
Akr1e1,FALSE
Akr7a5,FALSE
Akt1,FALSE
Akt2,FALSE
Akt3,FALSE
Aktip,FALSE
Alas1,TRUE
Alcam,FALSE
Aldh16a1,FALSE
Aldh18a1,FALSE
Aldh2,FALSE
Aldh3a1,FALSE
Aldh3a2,FALSE
Aldh4a1,FALSE
Aldh7a1,FALSE
Aldh9a1,FALSE
Aldoa,FALSE
Alg1,FALSE
Alg10b,FALSE
Alg11,TRUE
Alg12,FALSE
Alg13,FALSE
Alg14,FALSE
Alg2,FALSE
Alg3,TRUE
Alg5,FALSE
Alg8,FALSE
Alg9,FALSE
Alkbh1,FALSE
Alkbh3,FALSE
Alkbh4,FALSE
Alkbh5,FALSE
Alkbh7,FALSE
Alkbh8,FALSE
Alms1,FALSE
Als2cl,FALSE
Alyref,FALSE
Ambra1,FALSE
Amd1,FALSE
Amdhd2,FALSE
Amer1,FALSE
Amfr,FALSE
Ammecr1,FALSE
Ammecr1l,FALSE
Amn1,FALSE
Amotl1,FALSE
Amotl2,FALSE
Ampd2,FALSE
Anapc1,FALSE
Anapc10,FALSE
Anapc13,FALSE
Anapc15,TRUE
Anapc16,FALSE
Anapc4,FALSE
Anapc5,FALSE
Anapc7,FALSE
Angel2,FALSE
Angpt1,FALSE
Angptl2,FALSE
Angptl4,FALSE
Angptl7,FALSE
Ank,FALSE
Ankfy1,TRUE
Ankhd1,FALSE
Ankib1,FALSE
Ankle1,FALSE
Ankle2,FALSE
Ankmy2,FALSE
Ankra2,FALSE
Ankrd10,FALSE
Ankrd12,FALSE
Ankrd13a,FALSE
Ankrd13c,FALSE
Ankrd16,FALSE
Ankrd17,FALSE
Ankrd26,TRUE
Ankrd27,FALSE
Ankrd28,FALSE
Ankrd40,FALSE
Ankrd42,FALSE
Ankrd46,FALSE
Ankrd49,TRUE
Ankrd52,FALSE
Ankrd54,FALSE
Anks1,FALSE
Anln,FALSE
Ano1,FALSE
Ano10,FALSE
Ano6,FALSE
Ano8,FALSE
Anp32a,FALSE
Anp32b,FALSE
Anp32e,TRUE
Antkmt,FALSE
Antxr1,FALSE
Antxr2,FALSE
Anxa1,FALSE
Anxa11,FALSE
Anxa2,FALSE
Anxa3,FALSE
Anxa4,FALSE
Anxa5,FALSE
Anxa6,FALSE
Anxa7,FALSE
Anxa8,FALSE
Aopep,FALSE
Ap1ar,FALSE
Ap1g1,FALSE
Ap1m1,FALSE
Ap1s2,FALSE
Ap2a1,TRUE
Ap2a2,FALSE
Ap2b1,FALSE
Ap2m1,FALSE
Ap2s1,FALSE
Ap3b1,FALSE
Ap3d1,FALSE
Ap3m1,FALSE
Ap3s1,FALSE
Ap3s2,FALSE
Ap4b1,TRUE
Ap4m1,TRUE
Ap5b1,FALSE
Ap5m1,FALSE
Ap5s1,FALSE
Ap5z1,TRUE
Apaf1,FALSE
Apba3,TRUE
Apbb1,FALSE
Apbb1ip,FALSE
Apbb2,FALSE
Apc,FALSE
Apcdd1,FALSE
Apex1,TRUE
Apex2,FALSE
Aph1a,FALSE
Aph1b,FALSE
Aph1c,FALSE
Api5,FALSE
Apip,FALSE
Apln,TRUE
Aplp2,FALSE
Apmap,FALSE
Apobec1,FALSE
Apobec3,FALSE
Apod,FALSE
Apol6,TRUE
Apoo,FALSE
Apool,FALSE
App,FALSE
Appbp2,FALSE
Appl1,FALSE
Appl2,FALSE
Aprt,FALSE
Aptx,FALSE
Aqp1,FALSE
Aqr,FALSE
Araf,FALSE
Arap1,FALSE
Arb2a,FALSE
Arc,FALSE
Arcn1,FALSE
Arel1,FALSE
Arf2,TRUE
Arf3,FALSE
Arf4,FALSE
Arf6,FALSE
Arfgap1,FALSE
Arfgap2,FALSE
Arfgap3,FALSE
Arfgef1,FALSE
Arfgef2,FALSE
Arfip1,FALSE
Arfrp1,FALSE
Arglu1,FALSE
Arhgap1,FALSE
Arhgap10,FALSE
Arhgap12,FALSE
Arhgap17,FALSE
Arhgap18,FALSE
Arhgap22,FALSE
Arhgap23,FALSE
Arhgap24,FALSE
Arhgap28,FALSE
Arhgap29,FALSE
Arhgap31,FALSE
Arhgap32,FALSE
Arhgap35,FALSE
Arhgap42,FALSE
Arhgap5,FALSE
Arhgdia,FALSE
Arhgef1,TRUE
Arhgef10,FALSE
Arhgef10l,FALSE
Arhgef11,FALSE
Arhgef12,FALSE
Arhgef17,FALSE
Arhgef18,FALSE
Arhgef19,FALSE
Arhgef2,FALSE
Arhgef28,FALSE
Arhgef40,FALSE
Arhgef5,FALSE
Arhgef7,FALSE
Arid1a,FALSE
Arid1b,FALSE
Arid2,FALSE
Arid3a,FALSE
Arid4a,FALSE
Arid4b,FALSE
Arid5b,FALSE
Arih1,FALSE
Arih2,FALSE
Ark2n,FALSE
Arl1,FALSE
Arl10,FALSE
Arl13b,FALSE
Arl14ep,FALSE
Arl15,FALSE
Arl16,FALSE
Arl2,FALSE
Arl2bp,FALSE
Arl3,FALSE
Arl4a,FALSE
Arl4c,FALSE
Arl5a,FALSE
Arl6ip1,TRUE
Arl6ip4,FALSE
Arl6ip5,FALSE
Arl6ip6,FALSE
Arl8a,FALSE
Arl8b,FALSE
Armc1,FALSE
Armc10,FALSE
Armc6,FALSE
Armc8,FALSE
Armc9,FALSE
Armcx3,FALSE
Armt1,FALSE
Arpc1a,FALSE
Arpc1b,FALSE
Arpc2,FALSE
Arpc3,FALSE
Arpc5,FALSE
Arpc5l,FALSE
Arpin,FALSE
Arpp19,FALSE
Arrb2,FALSE
Arrdc1,FALSE
Arrdc2,TRUE
Arrdc3,FALSE
Arrdc4,FALSE
Arsa,FALSE
Arsj,FALSE
Arv1,FALSE
Arvcf,TRUE
Arxes2,FALSE
Asah1,FALSE
Asah2,TRUE
Asap1,FALSE
Asap2,FALSE
Asb1,TRUE
Asb13,FALSE
Asb3,FALSE
Asb6,FALSE
Asb7,FALSE
Asb8,FALSE
Ascc1,FALSE
Ascc2,FALSE
Ascc3,FALSE
Asf1a,FALSE
Ash1l,FALSE
Ash2l,FALSE
Asl,FALSE
Asns,FALSE
Asnsd1,FALSE
Asph,FALSE
Aspm,FALSE
Aspscr1,FALSE
Ass1,FALSE
Aste1,FALSE
Asxl1,FALSE
Atad1,FALSE
Atad2,FALSE
Atad2b,FALSE
Atad3a,FALSE
Ate1,FALSE
Atf1,FALSE
Atf2,FALSE
Atf4,FALSE
Atf6,FALSE
Atf6b,FALSE
Atf7ip,FALSE
Atg13,FALSE
Atg14,FALSE
Atg16l1,FALSE
Atg16l2,FALSE
Atg2a,TRUE
Atg2b,FALSE
Atg3,FALSE
Atg4a,FALSE
Atg4b,FALSE
Atg4d,FALSE
Atg5,FALSE
Atg7,FALSE
Atic,FALSE
Atl2,FALSE
Atl3,FALSE
Atm,TRUE
Atmin,FALSE
Atosa,FALSE
Atox1,FALSE
Atp10a,FALSE
Atp11a,FALSE
Atp11b,FALSE
Atp13a2,FALSE
Atp1a1,FALSE
Atp1b1,FALSE
Atp1b3,FALSE
Atp23,FALSE
Atp2a2,FALSE
Atp2b1,FALSE
Atp2c1,FALSE
Atp5f1a,FALSE
Atp5f1c,FALSE
Atp5f1e,FALSE
Atp5if1,FALSE
Atp5mc1,FALSE
Atp5mc2,FALSE
Atp5mc3,FALSE
Atp5me,FALSE
Atp5mf,FALSE
Atp5mg,FALSE
Atp5mj,FALSE
Atp5mk,FALSE
Atp5pb,TRUE
Atp5pd,FALSE
Atp5pf,FALSE
Atp5po,FALSE
Atp6ap2,FALSE
Atp6v0a1,FALSE
Atp6v0d1,FALSE
Atp6v0e,FALSE
Atp6v1a,FALSE
Atp6v1b2,FALSE
Atp6v1c1,FALSE
Atp6v1d,FALSE
Atp6v1e1,FALSE
Atp6v1g1,FALSE
Atp6v1g2,TRUE
Atp6v1h,FALSE
Atp7a,FALSE
Atp8b1,FALSE
Atp9b,FALSE
Atpaf1,FALSE
Atpaf2,FALSE
Atpsckmt,FALSE
Atr,FALSE
Atrip,FALSE
Atrn,FALSE
Atrnl1,FALSE
Atrx,FALSE
Atxn1,FALSE
Atxn10,FALSE
Atxn2,FALSE
Atxn2l,FALSE
Atxn3,FALSE
Atxn7,FALSE
Atxn7l3b,FALSE
Auh,FALSE
Aurkaip1,FALSE
Aurkb,FALSE
Avil,FALSE
Avl9,FALSE
Avpi1,FALSE
Axin1,FALSE
Axin2,FALSE
Azi2,FALSE
Azin1,FALSE
Azin2,TRUE
B230219D22Rik,FALSE
B230307C23Rik,FALSE
B2m,TRUE
B3galnt1,FALSE
B3galnt2,FALSE
B3galt4,FALSE
B3gnt2,FALSE
B3gnt9,FALSE
B3gntl1,FALSE
B4galnt1,TRUE
B4galt1,FALSE
B4galt2,FALSE
B4galt3,FALSE
B4galt5,FALSE
B4galt6,FALSE
B4galt7,FALSE
B9d1,FALSE
BC004004,FALSE
BC005537,TRUE
BC005624,FALSE
BC024063,FALSE
BC031181,TRUE
BC034090,FALSE
Babam2,FALSE
Bace1,FALSE
Bach1,FALSE
Bad,FALSE
Bag1,FALSE
Bag2,TRUE
Bag3,FALSE
Bag4,FALSE
Bag5,FALSE
Bahcc1,FALSE
Baiap2,FALSE
Bak1,FALSE
Banf1,FALSE
Banp,FALSE
Bap1,FALSE
Basp1,FALSE
Baz1a,FALSE
Baz1b,FALSE
Baz2a,FALSE
Baz2b,FALSE
Bbip1,TRUE
Bbln,FALSE
Bbs10,FALSE
Bbs12,FALSE
Bbs5,FALSE
Bbs9,FALSE
Bbx,FALSE
Bcap31,FALSE
Bcar1,FALSE
Bcar3,FALSE
Bcas2,FALSE
Bcas3,FALSE
Bcat2,FALSE
Bccip,TRUE
Bckdha,FALSE
Bckdhb,FALSE
Bcl10,FALSE
Bcl2l11,FALSE
Bcl2l12,FALSE
Bcl2l13,FALSE
Bcl2l2,FALSE
Bcl3,FALSE
Bcl6,FALSE
Bcl7b,FALSE
Bcl7c,FALSE
Bcl9,FALSE
Bcl9l,FALSE
Bclaf1,FALSE
Bclaf3,FALSE
Bcor,FALSE
Bcorl1,FALSE
Bcr,FALSE
Bdnf,FALSE
Becn1,FALSE
Bend3,FALSE
Bet1,FALSE
Bfar,FALSE
Bgn,FALSE
Bhlhb9,FALSE
Bhlhe22,FALSE
Bhlhe40,FALSE
Bhlhe41,FALSE
Bicc1,FALSE
Bicd1,FALSE
Bicd2,FALSE
Bicra,FALSE
Bicral,FALSE
Bid,FALSE
Bin1,FALSE
Bin3,FALSE
Birc2,FALSE
Birc3,FALSE
Birc5,FALSE
Birc6,FALSE
Bivm,TRUE
Blcap,FALSE
Blmh,FALSE
Bloc1s2,FALSE
Bloc1s3,TRUE
Bloc1s4,FALSE
Bloc1s5,TRUE
Bloc1s6,TRUE
Bltp3a,FALSE
Bltp3b,FALSE
Blvra,FALSE
Blvrb,FALSE
Blzf1,FALSE
Bmal1,FALSE
Bmal2,FALSE
Bmi1,FALSE
Bmp1,FALSE
Bmp2k,FALSE
Bmp4,FALSE
Bmper,FALSE
Bmpr1a,FALSE
Bmpr2,FALSE
Bms1,FALSE
Bmt2,FALSE
Bnc2,FALSE
Bnip1,FALSE
Bnip3,FALSE
Bnip3l,FALSE
Bod1,FALSE
Bod1l,FALSE
Bok,FALSE
Bola1,TRUE
Bola2,FALSE
Bola3,TRUE
Bop1,FALSE
Bora,FALSE
Borcs6,FALSE
Borcs8,FALSE
Bpgm,FALSE
Bphl,FALSE
Bpnt1,FALSE
Bpnt2,FALSE
Bptf,FALSE
Braf,FALSE
Brap,FALSE
Brat1,FALSE
Brca1,TRUE
Brd1,FALSE
Brd10,FALSE
Brd2,FALSE
Brd4,FALSE
Brd7,FALSE
Brd9,TRUE
Brf1,FALSE
Brf2,FALSE
Bri3,FALSE
Bri3bp,FALSE
Brinp1,FALSE
Brix1,TRUE
Brk1,FALSE
Brms1l,FALSE
Brox,TRUE
Brpf3,FALSE
Brsk1,FALSE
Brwd3,FALSE
Bsdc1,TRUE
Bsg,FALSE
Bst2,FALSE
Btaf1,FALSE
Btbd1,FALSE
Btbd10,FALSE
Btbd19,TRUE
Btbd2,FALSE
Btbd3,FALSE
Btbd7,FALSE
Btbd9,FALSE
Btd,FALSE
Btf3,FALSE
Btf3l4,FALSE
Btf3l4b,FALSE
Btg1,FALSE
Btg2,TRUE
Btg3,FALSE
Btrc,FALSE
Bub1b,FALSE
Bub3,FALSE
Bud13,FALSE
Bud23,TRUE
Bud31,TRUE
Bysl,FALSE
Bzw1,FALSE
Bzw2,FALSE
C1d,FALSE
C1galt1,FALSE
C1qbp,FALSE
C1qtnf12,FALSE
C1qtnf6,FALSE
C1ra,FALSE
C1s1,FALSE
C2cd3,FALSE
C3,FALSE
C330018D20Rik,FALSE
C4b,FALSE
C87436,FALSE
C9orf72,FALSE
Caap1,FALSE
Cab39,FALSE
Cab39l,FALSE
Cables2,FALSE
Cacfd1,FALSE
Cachd1,FALSE
Cacna1c,FALSE
Cacna1g,FALSE
Cacna2d1,FALSE
Cacnb3,FALSE
Cacng7,FALSE
Cacul1,FALSE
Cacybp,FALSE
Cad,TRUE
Calcoco1,FALSE
Cald1,FALSE
Calm1,FALSE
Calm2,TRUE
Calm3,FALSE
Calml4,FALSE
Calu,FALSE
Camk1,FALSE
Camk1d,FALSE
Camk2d,FALSE
Camkk1,TRUE
Camkk2,FALSE
Caml,TRUE
Camsap1,FALSE
Cand1,FALSE
Cant1,FALSE
Cap1,FALSE
Capg,FALSE
Capn10,FALSE
Capn15,FALSE
Capn2,FALSE
Capn7,FALSE
Capns1,FALSE
Caprin2,TRUE
Capza1,FALSE
Capza2,FALSE
Capzb,FALSE
Car13,FALSE
Card19,FALSE
Carhsp1,FALSE
Carm1,FALSE
Carmil1,FALSE
Carnmt1,FALSE
Cars1,FALSE
Cars2,FALSE
Casc3,FALSE
Cask,FALSE
Caskin2,FALSE
Casp12,FALSE
Casp2,FALSE
Casp3,FALSE
Casp4,FALSE
Casp7,FALSE
Casp8,FALSE
Casp8ap2,FALSE
Casp9,FALSE
Cast,FALSE
Castor1,FALSE
Castor2,FALSE
Cat,FALSE
Catsper2,FALSE
Cav1,FALSE
Cav2,FALSE
Cavin1,FALSE
Cavin2,FALSE
Cavin3,FALSE
Cavin4,FALSE
Cbarp,TRUE
Cbfa2t2,FALSE
Cbfb,FALSE
Cbl,FALSE
Cblb,FALSE
Cbll1,FALSE
Cbr1,TRUE
Cbr3,FALSE
Cbr4,TRUE
Cbx1,FALSE
Cbx3,FALSE
Cbx4,FALSE
Cbx5,FALSE
Cbx6,FALSE
Cbx7,FALSE
Cbx8,FALSE
Cc2d1a,FALSE
Cc2d1b,FALSE
Cc2d2a,FALSE
Ccar1,FALSE
Ccar2,FALSE
Ccdc102a,FALSE
Ccdc107,FALSE
Ccdc117,FALSE
Ccdc12,FALSE
Ccdc122,FALSE
Ccdc124,FALSE
Ccdc127,FALSE
Ccdc134,FALSE
Ccdc136,FALSE
Ccdc137,TRUE
Ccdc141,FALSE
Ccdc157,FALSE
Ccdc174,FALSE
Ccdc186,FALSE
Ccdc22,FALSE
Ccdc24,FALSE
Ccdc25,FALSE
Ccdc28a,TRUE
Ccdc32,TRUE
Ccdc34,FALSE
Ccdc43,FALSE
Ccdc47,FALSE
Ccdc50,FALSE
Ccdc59,FALSE
Ccdc6,FALSE
Ccdc66,FALSE
Ccdc68,FALSE
Ccdc71,FALSE
Ccdc77,FALSE
Ccdc80,FALSE
Ccdc82,FALSE
Ccdc85b,FALSE
Ccdc86,FALSE
Ccdc88a,FALSE
Ccdc91,FALSE
Ccdc93,FALSE
Ccdc97,TRUE
Ccdc9b,TRUE
Ccl2,FALSE
Ccl25,FALSE
Ccl7,FALSE
Ccm2,FALSE
Ccn1,FALSE
Ccn2,FALSE
Ccn3,FALSE
Ccn4,FALSE
Ccn5,FALSE
Ccna2,FALSE
Ccnb1,FALSE
Ccnc,FALSE
Ccnd1,FALSE
Ccnd2,FALSE
Ccndbp1,FALSE
Ccne1,TRUE
Ccng1,FALSE
Ccng2,FALSE
Ccnh,FALSE
Ccni,FALSE
Ccnj,FALSE
Ccnk,FALSE
Ccnl1,FALSE
Ccnl2,FALSE
Ccnq,FALSE
Ccnt1,FALSE
Ccnt2,FALSE
Ccny,FALSE
Ccnyl1,FALSE
Ccp110,FALSE
Ccpg1,FALSE
Ccs,FALSE
Ccser2,FALSE
Cct2,FALSE
Cct3,FALSE
Cct4,FALSE
Cct5,FALSE
Cct7,FALSE
Cct8,FALSE
Ccz1,FALSE
Cd109,FALSE
Cd151,FALSE
Cd164,FALSE
Cd24a,FALSE
Cd2ap,FALSE
Cd2bp2,TRUE
Cd302,FALSE
Cd320,FALSE
Cd34,FALSE
Cd44,FALSE
Cd47,FALSE
Cd63,FALSE
Cd82,FALSE
Cd9,FALSE
Cd99l2,FALSE
Cdadc1,FALSE
Cdc123,FALSE
Cdc14a,FALSE
Cdc14b,FALSE
Cdc16,FALSE
Cdc20,TRUE
Cdc23,FALSE
Cdc25a,FALSE
Cdc25b,TRUE
Cdc26,FALSE
Cdc27,FALSE
Cdc37l1,FALSE
Cdc40,FALSE
Cdc42,FALSE
Cdc42bpa,FALSE
Cdc42bpb,FALSE
Cdc42bpg,TRUE
Cdc42ep1,FALSE
Cdc42ep2,FALSE
Cdc42ep3,FALSE
Cdc42ep4,FALSE
Cdc42se1,FALSE
Cdc42se2,FALSE
Cdc45,TRUE
Cdc5l,FALSE
Cdc73,TRUE
Cdca3,TRUE
Cdca4,FALSE
Cdca5,FALSE
Cdca7,FALSE
Cdh11,FALSE
Cdh13,FALSE
Cdh17,TRUE
Cdh18,FALSE
Cdh2,FALSE
Cdh24,FALSE
Cdip1,FALSE
Cdipt,FALSE
Cdk1,TRUE
Cdk10,FALSE
Cdk11b,TRUE
Cdk12,FALSE
Cdk13,FALSE
Cdk14,FALSE
Cdk16,FALSE
Cdk17,FALSE
Cdk19,FALSE
Cdk2ap1,FALSE
Cdk2ap1rt,FALSE
Cdk4,FALSE
Cdk5,FALSE
Cdk5rap1,FALSE
Cdk5rap2,FALSE
Cdk5rap3,TRUE
Cdk6,FALSE
Cdk7,FALSE
Cdk8,FALSE
Cdkal1,FALSE
Cdkl3,FALSE
Cdkl5,TRUE
Cdkn1b,FALSE
Cdkn1c,FALSE
Cdkn2a,FALSE
Cdkn2aip,FALSE
Cdkn2aipnl,FALSE
Cdkn2b,FALSE
Cdkn2c,FALSE
Cdo1,FALSE
Cdon,FALSE
Cdr2,FALSE
Cdr2l,FALSE
Cds2,FALSE
Cdt1,FALSE
Cdv3,FALSE
Cdyl,FALSE
Cebpd,FALSE
Cebpg,FALSE
Cebpz,TRUE
Celf1,FALSE
Cemip,FALSE
Cenatac,FALSE
Cenpa,FALSE
Cenpc1,FALSE
Cenpj,FALSE
Cenpk,FALSE
Cenpt,FALSE
Cenpx,TRUE
Cep104,FALSE
Cep120,FALSE
Cep15,FALSE
Cep152,FALSE
Cep162,TRUE
Cep164,FALSE
Cep170,FALSE
Cep170b,FALSE
Cep19,FALSE
Cep192,FALSE
Cep20,FALSE
Cep250,FALSE
Cep290,FALSE
Cep295,FALSE
Cep295nl,FALSE
Cep350,FALSE
Cep43,FALSE
Cep44,FALSE
Cep55,TRUE
Cep57,FALSE
Cep63,TRUE
Cep68,FALSE
Cep76,FALSE
Cep83,FALSE
Cep85l,FALSE
Cep89,FALSE
Cep95,FALSE
Cept1,FALSE
Cercam,TRUE
Cerk,FALSE
Cers2,FALSE
Cers5,FALSE
Cers6,FALSE
Cert1,FALSE
Cetn2,FALSE
Cetn3,FALSE
Cfap141,TRUE
Cfap20,FALSE
Cfap298,TRUE
Cfap36,FALSE
Cfap410,FALSE
Cfap418,FALSE
Cfap69,FALSE
Cfap97,FALSE
Cfdp1,FALSE
Cfl1,FALSE
Cfl2,FALSE
Cflar,FALSE
Cfp,FALSE
Cggbp1,FALSE
Cgref1,FALSE
Cgrrf1,FALSE
Chac2,FALSE
Chaf1a,FALSE
Chaf1b,FALSE
Champ1,FALSE
Chchd1,TRUE
Chchd3,FALSE
Chchd4,TRUE
Chchd5,FALSE
Chchd7,FALSE
Chd1,FALSE
Chd2,FALSE
Chd3,TRUE
Chd6,FALSE
Chek1,FALSE
Chek2,FALSE
Cherp,FALSE
Chfr,FALSE
Chic1,FALSE
Chic2,FALSE
Chka,FALSE
Chm,FALSE
Chml,FALSE
Chmp1a,FALSE
Chmp1b,TRUE
Chmp1b2,FALSE
Chmp2a,FALSE
Chmp2b,FALSE
Chmp3,FALSE
Chmp4b,FALSE
Chmp5,FALSE
Chmp6,FALSE
Chordc1,FALSE
Chp1,FALSE
Chpf,FALSE
Chpf2,FALSE
Chpt1,FALSE
Chrac1,FALSE
Chrd,TRUE
Chrnb1,FALSE
Chst1,FALSE
Chst14,TRUE
Chst7,FALSE
Chsy1,FALSE
Chtf18,TRUE
Chtf8,FALSE
Chtop,FALSE
Chuk,FALSE
Churc1,FALSE
Ciao1,FALSE
Ciao2a,TRUE
Ciao2b,FALSE
Ciao3,TRUE
Ciapin1,TRUE
Cib1,FALSE
Cib2,FALSE
Cibar1,FALSE
Cic,FALSE
Cilk1,FALSE
Cinp,FALSE
Cip2a,FALSE
Cipc,FALSE
Cir1,TRUE
Cisd1,FALSE
Cisd2,FALSE
Cisd3,FALSE
Cited2,FALSE
Ciz1,TRUE
Ckap4,FALSE
